1642427403000,21.0
1642427525000,21.0
1642427582000,21.0
1642427642000,22.0
1642427705000,22.0
1642427777000,23.0
1642427822000,22.0
1642427885000,22.0
1642427947000,22.0
1642428002000,22.0
1642428062000,22.0
1642428122000,22.0
1642428187000,23.0
1642428243000,23.0
1642428304000,23.0
1642428363000,23.0
1642428422000,23.0
1642428482000,23.0
1642428542000,23.0
1642428602000,23.0
1642428665000,23.0
1642428727000,23.0
1642428782000,23.0
1642428852000,23.0
1642428902000,23.0
1642428962000,23.0
1642429022000,23.0
1642429082000,23.0
1642429142000,23.0
1642429202000,23.0
1642429262000,23.0
1642429322000,23.0
1642429383000,23.0
1642429442000,23.0
1642429502000,23.0
1642429562000,23.0
1642429625000,23.0
1642429682000,23.0
1642429742000,23.0
1642429802000,23.0
1642429862000,23.0
1642429922000,23.0
1642429984000,23.0
1642430042000,23.0
1642430102000,23.0
1642430162000,23.0
1642430222000,23.0
1642430283000,23.0
1642430342000,23.0
1642430402000,23.0
1642430462000,23.0
1642430523000,23.0
1642430582000,23.0
1642430642000,23.0
1642430702000,23.0
1642430762000,23.0
1642430822000,23.0
1642430885000,23.0
1642430942000,23.0
1642431003000,23.0
1642431064000,23.0
1642431128000,23.0
1642431182000,22.0
1642431242000,22.0
1642431302000,22.0
1642431362000,22.0
1642431422000,22.0
1642431487000,23.0
1642431542000,22.0
1642431605000,22.0
1642431662000,22.0
1642431730000,23.0
1642431785000,23.0
1642431842000,22.0
1642431905000,23.0
1642431962000,22.0
1642432022000,22.0
1642432084000,22.0
1642432142000,22.0
1642432202000,22.0
1642432262000,22.0
1642432325000,22.0
1642432382000,22.0
1642432442000,22.0
1642432502000,22.0
1642432565000,23.0
1642432625000,23.0
1642432687000,23.0
1642432742000,23.0
1642432805000,23.0
1642432862000,22.0
1642432922000,22.0
1642432984000,22.0
1642433042000,22.0
1642433102000,22.0
1642433168000,23.0
1642433224000,22.0
1642433282000,22.0
1642433342000,22.0
1642433402000,22.0
1642433463000,22.0
1642433529000,23.0
1642433583000,22.0
1642433647000,23.0
1642433703000,22.0
1642433762000,22.0
1642433823000,22.0
1642433882000,22.0
1642433945000,22.0
1642434002000,22.0
1642434069000,23.0
1642434128000,23.0
1642434182000,22.0
1642434242000,22.0
1642434307000,23.0
1642434362000,22.0
1642434423000,22.0
1642434482000,22.0
1642434543000,22.0
1642434602000,22.0
1642434665000,22.0
1642434722000,22.0
1642434782000,22.0
1642434842000,22.0
1642434903000,22.0
1642434962000,22.0
1642434902000,20.0
